 no_of_dependents, education, self_employed, income_annum, loan_amount, loan_term, cibil_score, residential_assets_value, commercial_assets_value, luxury_assets_value, bank_asset_value, loan_status
3,1,1,75,228,3,507,29,98,201,70,1
2,2,2,42,162,7,579,78,75,100,54,1
1,2,2,29,109,8,365,20,54,117,25,1
5,2,1,24,90,7,397,51,12,74,37,1
4,1,2,53,214,6,567,50,87,149,31,1
1,1,2,55,152,3,244,105,87,206,70,2
5,1,2,59,204,9,182,94,20,166,59,2
2,1,2,80,222,8,557,134,143,281,84,1
1,1,2,58,209,5,249,179,82,166,62,2
1,1,1,78,303,4,420,236,85,246,97,1
4,2,2,18,45,3,2,15,8,37,26,2
5,1,1,11,26,5,369,4,17,36,18,1
1,1,2,68,268,2,291,67,122,212,49,1
3,1,2,39,150,2,140,75,51,79,20,2
3,1,2,78,259,7,590,158,43,247,40,1
4,2,2,79,277,3,363,88,113,257,55,1
4,1,1,93,223,6,133,100,9,228,133,2
0,1,2,90,222,4,17,142,173,282,107,2
2,1,2,37,144,7,60,26,2,80,29,2
1,1,2,89,259,3,427,208,71,275,89,1
3,1,1,28,80,1,385,29,54,110,38,1
4,1,2,18,40,3,73,20,27,74,22,2
5,1,2,61,143,3,169,133,101,242,38,2
3,2,1,39,106,3,248,88,52,129,43,2
0,2,2,96,291,9,318,12,146,335,83,1
2,1,2,50,151,3,358,12,75,125,32,1
3,1,2,74,284,8,481,213,124,293,80,1
3,2,2,90,352,0,415,111,118,195,117,1
5,2,2,20,78,1,109,3,0,46,24,2
2,2,1,81,203,4,204,1,9,329,67,2
3,1,1,59,213,7,128,29,61,148,72,2
2,1,2,43,163,9,404,64,42,166,24,1
3,2,2,64,185,5,534,188,93,134,48,1
4,2,2,87,346,6,394,154,28,203,91,1
4,1,1,37,130,9,153,98,5,120,47,2
3,1,1,87,351,6,104,223,77,261,59,2
5,2,2,62,220,5,476,5,91,238,58,1
1,2,1,93,284,7,226,245,49,315,66,2
3,1,1,1,7,3,341,7,2,8,2,1
5,2,2,39,120,2,282,109,61,138,35,1
2,1,2,79,205,8,478,41,155,164,106,1
4,1,2,97,281,4,463,236,127,354,58,1
0,2,2,46,187,5,350,70,10,153,48,1
0,1,1,27,94,0,520,67,16,88,39,1
1,2,1,33,132,5,524,84,39,113,41,1
1,2,1,47,123,1,418,118,73,115,38,1
2,2,1,49,130,6,13,59,79,177,39,2
5,1,2,71,259,4,451,14,122,264,104,1
0,1,1,0,0,8,220,1,3,3,1,2
2,1,2,12,44,1,55,21,6,41,14,1
3,1,1,85,333,6,14,77,100,214,62,2
1,2,1,26,56,9,428,10,32,100,14,1
3,1,1,89,298,6,264,262,73,224,82,1
0,2,1,66,150,6,399,199,26,136,83,1
0,2,1,48,167,2,324,67,62,151,59,1
0,1,1,42,165,6,495,87,87,123,34,1
5,2,1,82,183,9,403,25,71,285,95,1
4,1,2,76,170,1,94,36,131,240,72,2
4,1,1,46,96,6,479,52,93,183,29,1
1,1,2,30,85,1,105,10,26,104,34,2
5,1,1,21,64,7,312,67,33,85,20,1
5,2,1,90,278,4,148,223,33,329,107,2
2,2,1,45,134,2,206,13,79,164,35,2
0,2,1,78,301,0,476,166,14,288,78,1
1,1,1,24,83,2,430,8,29,57,31,1
3,2,2,0,5,9,430,0,3,1,3,1
5,1,2,71,169,0,45,61,84,229,49,2
4,2,2,31,115,0,547,78,24,118,30,1
4,2,2,81,230,9,98,185,115,168,99,2
5,2,1,39,93,0,7,88,78,82,31,2
1,2,2,71,234,7,552,94,68,223,85,1
1,2,2,91,272,2,64,122,138,250,108,2
2,1,1,41,149,5,252,34,21,124,48,1
3,2,2,24,78,0,121,42,31,59,25,1
5,1,2,27,95,5,288,59,23,65,29,1
2,1,1,7,32,2,463,23,3,17,6,1
3,2,1,47,172,9,523,126,87,140,48,1
0,1,2,75,245,4,342,168,107,271,45,1
1,1,2,45,165,5,347,104,83,103,34,1
5,2,2,28,86,9,586,26,10,103,28,1
4,2,2,95,259,1,218,260,0,222,139,2
0,1,1,67,265,9,215,108,25,164,83,2
2,2,1,36,121,3,40,18,26,94,26,2
3,2,1,4,14,6,221,0,10,14,6,2
2,2,1,10,26,5,30,4,16,35,6,2
4,2,1,76,265,0,174,89,112,181,56,1
0,2,2,88,348,2,598,5,162,204,91,1
1,2,2,26,88,5,136,36,5,75,36,2
1,2,2,76,210,4,26,228,107,182,45,2
4,1,1,45,92,8,576,118,66,177,41,1
2,1,2,44,172,9,297,114,61,138,41,1
4,1,2,49,158,6,136,114,27,128,67,2
3,2,1,59,225,8,340,168,73,193,60,1
0,2,2,58,226,7,2,122,65,174,71,2
2,2,2,82,229,7,176,152,54,184,86,2
2,1,2,91,217,6,93,43,38,281,138,2
0,1,2,40,100,4,206,93,45,121,60,2
3,1,2,94,369,4,118,67,55,346,113,2
3,1,2,54,131,2,565,149,97,120,60,1
4,1,2,76,283,0,403,5,124,292,105,1
2,1,1,43,123,0,268,69,39,175,29,1
3,1,2,22,56,0,125,11,5,71,25,2
0,2,2,37,110,5,5,50,59,85,21,2
5,1,1,94,203,2,156,173,110,214,116,2
4,2,2,7,23,0,302,6,8,29,10,1
3,1,1,9,35,9,514,14,15,29,11,1
4,2,2,62,246,0,340,100,57,184,63,1
2,1,2,44,147,1,517,72,24,127,66,1
4,1,2,74,295,9,61,138,58,150,59,2
5,2,2,66,198,6,539,19,6,153,75,1
5,1,2,69,267,9,292,51,96,199,76,1
4,2,1,65,244,2,198,129,7,185,84,2
5,2,1,56,121,2,547,51,90,138,76,1
0,1,1,84,291,7,343,10,141,327,123,1
0,1,1,33,103,1,89,83,48,88,25,1
2,1,1,46,172,9,81,4,69,131,70,2
5,1,1,59,141,7,100,92,28,235,56,2
5,1,1,50,124,7,418,117,1,178,72,1
5,2,1,39,121,3,9,82,10,127,33,2
5,2,2,30,71,0,538,22,29,99,36,1
3,2,1,73,213,6,378,88,121,198,112,1
2,2,1,13,42,6,526,32,17,43,16,1
4,1,1,10,28,7,48,12,22,32,17,2
1,1,1,82,194,2,176,246,165,315,121,2
0,2,1,77,260,3,366,46,92,181,118,1
1,1,1,19,40,9,596,1,23,72,23,1
2,1,2,23,67,9,247,8,12,49,23,2
2,2,1,35,136,0,105,59,32,88,55,1
5,1,2,9,37,7,198,4,1,20,7,2
5,1,2,63,245,3,479,70,96,154,88,1
0,2,1,80,312,3,103,115,88,187,61,2
2,2,2,48,121,3,409,113,68,130,42,1
1,2,2,13,57,2,207,26,27,45,19,2
5,2,2,35,88,8,68,34,24,81,33,2
3,1,1,39,143,7,460,47,66,146,30,1
2,2,2,70,165,2,496,66,61,141,98,1
1,1,2,18,47,2,576,5,29,55,15,1
3,2,2,18,44,6,373,8,34,56,15,1
1,1,1,49,112,1,447,50,89,138,70,1
1,2,2,58,133,5,289,90,3,123,71,1
1,1,2,47,178,3,82,136,4,152,24,2
3,2,1,7,20,5,600,13,0,30,11,1
1,1,1,73,247,8,328,35,22,214,47,1
2,1,2,62,247,5,367,135,55,252,54,1
2,1,1,85,261,0,478,85,24,285,103,1
4,1,1,71,169,8,531,185,43,227,52,1
5,1,2,72,268,1,20,198,146,249,94,1
2,1,2,25,90,7,356,77,25,61,36,1
3,1,2,32,86,2,596,42,48,99,42,1
3,2,1,19,71,1,20,33,27,60,22,1
2,2,2,29,102,4,451,55,59,87,16,1
5,2,2,45,171,0,223,106,70,106,52,1
5,1,2,29,102,2,284,77,21,106,29,1
2,2,2,55,201,0,330,30,31,223,29,1
3,1,1,21,77,6,172,44,33,74,18,2
0,2,1,64,182,7,502,146,11,215,97,1
2,1,1,25,61,8,247,50,17,89,17,2
1,2,1,6,25,7,426,20,13,28,12,1
1,1,2,64,182,3,412,23,32,241,76,1
3,1,2,37,104,2,490,106,19,122,27,1
5,2,2,0,3,7,96,0,0,2,2,2
3,1,2,18,39,2,531,13,17,66,12,1
2,1,1,89,206,9,332,42,4,297,131,1
3,1,2,45,105,3,227,133,31,133,48,2
3,2,1,30,108,2,408,89,57,78,15,1
2,2,2,15,39,6,529,2,16,43,16,1
1,2,2,24,78,5,554,45,51,60,25,1
3,2,1,25,64,6,599,24,42,57,20,1
0,2,1,34,131,2,289,36,0,109,40,1
4,1,1,70,257,2,271,47,0,223,42,1
2,2,1,23,61,2,408,69,2,96,35,1
2,2,2,53,193,7,28,24,48,106,37,2
3,1,1,90,332,3,264,208,152,295,114,1
3,2,2,88,187,3,393,183,45,293,72,1
4,2,1,57,147,6,326,164,46,173,82,1
4,1,2,54,153,5,170,99,107,143,70,2
2,2,1,30,122,3,549,4,53,101,44,1
5,2,2,89,275,7,247,219,70,316,94,2
0,2,1,44,148,0,117,56,39,115,66,1
4,1,2,71,146,0,58,136,123,201,73,2
5,2,1,11,28,7,526,2,17,48,14,1
0,2,2,16,39,2,536,13,19,65,20,1
3,1,2,3,14,4,209,4,3,11,3,2
2,2,1,55,202,9,281,152,78,111,85,1
4,1,2,1,8,1,59,1,0,7,2,1
5,1,1,19,68,4,217,12,29,51,14,2
1,2,1,55,198,6,142,117,73,176,65,2
1,2,1,9,24,7,46,19,3,19,8,2
5,1,2,91,337,2,442,42,6,325,82,1
1,1,1,33,78,4,326,71,55,69,29,1
0,2,1,80,285,1,319,90,11,227,63,1
2,2,1,73,176,9,434,91,55,227,49,1
1,1,1,68,253,2,120,151,115,150,87,2
5,2,1,37,80,8,300,39,6,101,56,1
3,1,1,45,129,5,140,40,33,163,43,2
5,2,1,15,49,7,520,17,12,37,10,1
0,1,2,23,75,3,137,58,0,55,33,2
1,2,1,2,11,5,168,7,0,12,4,2
0,2,1,22,88,3,68,22,2,53,33,2
4,1,2,55,216,0,571,32,17,141,61,1
1,1,2,96,370,1,516,218,122,258,85,1
5,1,2,88,325,1,473,106,41,186,115,1
3,2,2,6,27,6,276,12,13,23,4,1
1,1,2,14,42,6,373,19,27,34,13,1
0,1,1,96,338,9,460,215,94,331,135,1
5,2,1,27,72,5,378,34,30,106,37,1
4,2,1,37,117,6,593,60,47,126,52,1
0,1,1,31,87,8,454,61,39,66,47,1
3,1,1,5,19,3,317,16,4,21,9,1
3,2,1,82,292,9,361,146,34,286,109,1
1,1,1,38,118,5,56,105,25,153,50,2
0,2,1,17,60,7,511,11,1,48,19,1
0,2,2,37,143,0,430,92,40,143,54,1
5,2,2,72,177,0,492,53,94,196,53,1
5,2,1,57,157,2,498,159,50,120,31,1
2,2,2,12,26,5,190,6,16,52,13,2
2,1,1,16,52,2,148,29,3,53,13,2
0,1,1,8,28,2,225,19,17,25,14,2
1,1,2,72,189,9,115,22,48,289,70,2
5,1,2,25,103,7,196,8,29,94,24,2
1,2,1,34,128,3,243,29,1,96,27,2
5,1,2,68,181,5,220,47,119,167,38,2
4,2,1,48,177,6,7,53,56,125,33,2
2,1,2,16,54,6,202,14,11,41,13,2
2,1,1,45,117,2,205,34,38,177,23,2
2,2,1,65,228,1,4,144,71,240,100,1
5,2,2,56,172,4,419,58,19,121,31,1
0,1,1,57,224,8,555,134,63,142,40,1
4,2,2,58,155,8,293,68,48,129,64,1
1,2,1,5,11,4,223,7,11,13,9,2
0,2,1,35,128,6,85,106,68,89,49,2
0,1,1,69,190,2,483,39,48,215,50,1
5,1,1,9,36,0,238,4,13,40,16,1
3,2,1,93,198,0,206,168,8,324,110,2
4,2,1,20,83,0,161,14,30,44,21,1
4,2,1,53,197,3,366,38,47,177,79,1
3,2,1,42,160,9,261,55,80,117,40,1
5,2,2,48,105,4,45,123,50,138,63,2
4,2,1,59,122,6,562,113,15,216,68,1
3,2,2,79,220,4,386,204,87,189,62,1
4,1,1,68,193,3,408,176,26,240,45,1
4,2,2,54,145,9,356,96,92,113,65,1
4,1,2,16,67,6,443,26,10,42,15,1
2,1,2,34,118,6,108,101,42,127,54,2
5,1,2,4,10,6,108,10,3,13,9,2
1,1,1,47,162,5,139,75,14,100,72,2
3,1,1,28,68,2,115,20,57,92,25,2
0,2,1,36,103,5,190,33,65,141,31,2
1,1,1,74,297,7,584,133,36,169,108,1
4,1,2,76,251,8,125,30,140,302,72,2
0,1,2,66,214,9,430,175,13,183,36,1
4,1,1,57,170,9,357,15,56,127,41,1
2,2,2,47,165,4,180,22,89,123,27,2
3,2,1,9,28,7,56,13,1,27,16,2
1,2,1,96,356,5,329,270,41,295,112,1
1,1,1,10,44,0,367,11,3,39,8,1
0,2,2,45,112,8,259,75,0,184,26,1
4,1,2,65,157,1,491,0,130,204,52,1
0,2,1,35,110,2,238,62,4,101,54,2
2,1,2,72,157,9,58,167,55,265,43,2
2,2,2,31,114,6,139,40,63,80,17,2
2,1,1,46,150,5,203,33,40,117,43,2
4,1,1,44,116,2,510,112,82,172,52,1
1,1,1,78,303,6,2,127,131,236,68,2
0,2,2,39,85,8,0,109,64,83,35,2
4,2,2,24,69,7,312,13,10,55,14,1
3,2,2,11,47,2,386,27,20,38,9,1
0,1,1,21,46,5,109,33,24,44,32,2
5,1,2,1,6,2,192,8,3,4,4,2
0,1,1,68,214,9,198,66,55,144,39,2
3,2,1,42,106,8,311,86,63,85,30,1
5,2,1,49,115,2,476,76,4,102,44,1
1,2,2,57,127,2,479,108,116,128,66,1
3,1,1,76,269,7,260,36,81,215,86,1
4,1,1,20,48,2,8,32,26,63,31,2
4,2,2,52,123,8,486,3,25,207,66,1
1,2,2,72,288,3,297,121,48,160,70,1
4,1,2,56,117,5,511,94,88,139,31,1
1,1,1,56,127,5,562,113,84,117,39,1
3,2,1,46,139,5,69,32,2,137,30,2
1,2,1,72,236,1,387,208,109,258,56,1
0,2,1,94,193,5,200,215,7,369,109,2
2,2,1,0,2,2,446,4,0,2,0,1
4,2,2,5,18,6,319,19,7,21,10,1
2,2,2,74,164,9,392,99,96,248,74,1
1,2,1,12,30,8,21,9,15,27,7,2
2,2,1,36,147,6,430,108,29,104,36,1
3,2,2,25,105,2,180,44,0,100,35,2
2,2,1,48,104,0,453,126,90,112,57,1
4,1,1,88,286,2,337,113,12,327,48,1
3,1,2,35,87,2,183,93,4,96,36,2
4,2,1,1,8,1,15,7,1,6,1,1
4,1,2,16,38,3,477,22,25,33,19,1
2,1,2,77,174,1,102,209,118,253,84,2
4,1,1,19,74,3,193,43,4,41,13,2
0,1,1,7,28,1,55,17,1,27,5,1
3,1,2,97,233,8,257,183,86,227,91,1
0,2,1,54,197,9,306,71,5,197,76,1
1,2,1,58,119,7,443,88,26,203,29,1
5,2,2,55,181,1,279,128,40,169,49,1
0,1,1,88,328,9,434,28,59,250,103,1
0,1,2,71,158,0,190,76,14,215,107,2
5,1,2,51,202,7,502,112,71,208,41,1
1,2,1,33,71,7,567,5,66,92,21,1
0,2,2,8,19,5,2,22,4,34,14,2
0,2,2,49,196,5,567,18,71,180,57,1
0,1,1,27,96,3,12,18,45,109,37,2
3,2,2,74,188,6,462,148,150,232,73,1
5,2,1,58,144,8,162,154,97,135,35,2
1,1,2,61,179,8,549,43,58,152,52,1
3,2,2,17,71,8,292,23,30,57,18,1
4,1,2,4,11,1,207,2,3,14,4,2
2,2,1,39,111,6,205,81,75,98,55,2
0,2,1,6,29,3,167,9,4,28,8,2
2,2,2,64,226,7,243,25,110,260,85,2
4,1,1,1,8,5,374,6,0,5,2,1
3,1,2,59,132,0,417,157,42,158,34,1
5,2,1,46,167,4,366,68,54,121,29,1
4,2,2,43,170,8,530,2,42,117,25,1
2,1,2,36,91,7,83,83,5,89,23,2
2,1,1,68,186,3,284,130,136,203,50,1
2,2,2,42,139,8,499,63,78,105,24,1
5,1,2,51,191,2,210,147,70,133,37,2
0,2,1,24,56,2,272,58,31,70,38,1
3,2,2,31,128,0,254,60,25,64,38,1
1,2,1,10,45,2,44,29,17,29,13,2
3,1,2,41,83,3,581,91,52,147,55,1
0,2,1,82,269,4,214,25,64,198,72,2
0,1,2,4,15,8,496,10,7,9,5,1
2,1,1,45,159,5,502,23,54,145,67,1
3,1,2,40,122,9,75,13,51,106,24,2
2,1,2,41,144,0,571,41,73,136,44,1
0,2,2,6,26,0,139,1,9,24,12,1
0,2,1,91,317,3,138,247,64,346,124,2
5,2,2,60,134,0,168,33,123,136,55,2
3,1,1,33,99,5,345,104,57,97,24,1
2,1,1,34,89,8,400,44,18,104,35,1
5,1,1,93,362,7,48,35,22,313,114,2
5,1,1,4,11,4,577,14,4,17,7,1
0,2,1,36,146,2,599,78,6,121,28,1
3,1,1,12,32,5,310,12,6,35,14,1
1,2,2,61,236,1,442,15,71,215,43,1
1,2,1,26,63,8,501,40,49,68,37,1
4,1,1,52,168,0,233,138,51,119,47,1
3,2,1,61,236,7,356,127,93,149,51,1
3,1,1,37,140,8,485,109,76,136,49,1
2,1,1,40,154,0,32,70,7,130,30,1
0,1,2,29,78,8,468,4,16,113,24,1
1,1,2,32,83,2,340,77,10,75,44,1
4,2,2,13,28,2,585,1,28,35,19,1
3,2,1,7,17,8,472,23,7,32,8,1
4,1,1,76,253,1,365,10,23,270,82,1
1,2,1,33,102,9,154,83,40,73,21,2
1,2,2,82,322,6,398,206,59,170,122,1
4,2,1,62,210,9,32,36,91,159,80,2
1,2,2,94,280,2,236,187,93,270,60,2
5,2,1,19,62,4,496,24,28,70,27,1
2,2,1,58,196,3,186,121,81,198,66,2
0,2,1,81,165,8,122,80,106,230,114,2
1,2,1,51,182,2,201,67,86,163,43,2
1,2,1,95,232,1,366,151,94,230,80,1
3,2,1,80,162,8,71,190,12,182,82,2
5,1,2,32,66,6,12,18,4,100,38,2
5,1,2,26,107,5,453,39,46,104,24,1
0,2,1,22,49,7,440,63,10,72,29,1
1,1,2,80,237,1,66,109,152,249,104,2
4,2,2,40,108,3,226,116,2,165,49,2
4,1,1,53,145,4,54,160,34,209,77,2
5,2,1,27,60,2,419,79,16,77,16,1
5,2,2,61,198,5,474,156,118,159,58,1
5,2,1,95,288,8,432,47,74,352,124,1
1,2,2,63,157,2,562,20,0,237,97,1
5,2,2,47,105,8,313,68,8,142,53,1
5,1,1,67,162,2,147,41,4,138,66,2
4,2,1,9,27,1,430,3,6,33,11,1
2,1,1,80,233,2,195,230,106,269,61,2
5,2,1,65,233,6,554,30,33,191,75,1
3,1,1,72,149,4,248,167,128,190,48,2
1,2,2,10,24,6,479,6,22,21,6,1
0,2,2,93,245,0,264,174,160,193,120,1
5,2,1,38,79,0,271,35,77,92,44,1
0,2,1,84,323,3,478,215,141,333,110,1
4,1,1,89,281,5,508,257,118,190,97,1
0,2,1,69,183,9,470,192,131,228,51,1
0,2,2,88,281,1,312,0,72,266,131,1
3,1,1,12,24,6,519,12,15,37,13,1
1,1,2,86,199,2,327,241,161,173,119,1
3,2,1,52,144,1,59,123,99,148,61,2
1,1,2,59,188,2,41,57,59,121,63,2
1,1,2,8,33,1,270,10,13,34,10,1
3,1,1,75,178,9,436,78,145,288,100,1
1,1,1,59,126,0,2,89,75,153,72,2
2,2,1,75,207,5,120,161,43,271,105,2
4,1,1,45,117,0,116,58,82,127,68,2
2,1,1,89,345,9,536,213,109,303,99,1
0,1,1,56,124,5,228,84,73,193,76,2
4,2,2,83,246,0,105,19,4,214,114,2
2,1,1,97,331,6,483,166,161,207,95,1
4,2,1,18,37,4,336,21,0,37,17,1
1,2,1,48,165,2,411,63,76,157,32,1
1,1,1,30,115,7,548,55,32,72,23,1
1,2,1,78,275,3,504,79,16,268,118,1
0,2,1,10,25,6,592,32,1,30,17,1
2,2,1,56,225,6,396,121,2,205,48,1
1,1,2,23,73,9,588,74,42,61,19,1
1,2,1,4,11,4,399,4,5,10,8,1
5,1,2,47,127,4,565,133,37,144,65,1
2,1,1,92,365,6,83,78,159,268,77,2
2,1,2,51,190,7,68,147,4,113,37,2
5,2,2,49,155,1,307,60,77,123,70,1
4,2,1,27,86,8,527,4,34,109,16,1
1,1,2,89,337,5,372,86,16,324,88,1
3,2,1,86,264,5,408,160,153,266,96,1
4,2,2,24,85,4,382,45,47,100,16,1
1,1,1,95,252,8,441,219,62,345,49,1
5,2,1,4,9,3,43,1,7,13,6,2
0,1,1,39,108,7,485,68,53,82,48,1
1,2,1,78,277,9,530,224,126,253,106,1
2,1,2,86,264,7,396,129,153,200,109,1
1,1,2,0,0,5,397,6,3,4,1,1
0,1,1,36,114,0,51,1,67,122,31,1
3,1,2,66,215,4,256,164,93,188,54,1
0,1,2,84,315,0,595,226,159,193,51,1
2,1,1,26,81,4,234,83,48,103,15,2
0,1,2,78,295,5,436,6,157,305,84,1
2,1,1,21,52,7,329,46,29,67,19,1
4,1,1,74,159,9,357,19,93,282,55,1
2,1,2,27,110,5,539,7,51,78,26,1
4,2,2,77,254,8,289,43,3,250,98,1
2,2,2,17,42,2,505,22,31,45,23,1
3,2,1,44,133,9,429,13,89,169,59,1
1,2,2,24,74,2,99,37,43,86,35,2
2,2,2,25,64,3,113,76,8,89,23,2
5,1,1,61,129,7,21,67,40,149,71,2
0,1,1,24,72,0,553,42,39,93,14,1
4,2,1,75,231,2,100,39,34,205,107,2
0,1,1,72,160,7,330,112,132,281,53,1
3,1,1,71,213,9,257,19,38,261,93,1
1,1,2,27,73,0,58,8,7,98,21,2
3,1,1,64,157,4,210,12,48,130,63,2
2,1,1,25,93,6,254,58,2,99,19,1
3,1,1,81,274,1,296,205,154,211,74,1
0,1,2,47,182,3,359,88,17,144,49,1
4,1,1,77,304,4,22,106,132,300,63,2
5,1,1,86,210,6,552,80,64,282,99,1
5,2,2,38,138,8,353,58,41,91,54,1
4,1,1,37,89,5,437,28,23,120,52,1
3,1,1,75,186,0,283,93,30,164,93,1
1,1,1,36,97,7,573,51,28,100,40,1
5,1,2,78,267,9,295,45,52,245,104,1
5,1,1,32,110,9,571,65,39,94,24,1
5,1,1,53,185,5,303,33,7,207,50,1
0,2,2,75,290,6,501,62,118,231,47,1
5,1,2,38,91,1,423,2,0,118,20,1
5,2,1,57,223,8,330,23,42,162,68,1
0,2,1,24,96,9,68,36,15,49,20,2
3,1,2,64,219,5,459,89,22,184,85,1
0,2,1,8,27,8,82,22,7,32,9,2
4,2,1,6,25,7,345,9,14,20,6,1
0,1,2,30,60,2,578,67,52,78,36,1
4,1,2,82,231,5,50,187,91,272,67,2
3,1,1,56,173,2,420,49,42,185,66,1
0,2,1,71,278,4,373,137,12,160,89,1
1,1,2,37,77,2,148,1,19,95,40,2
2,2,1,44,157,1,420,0,40,120,42,1
0,1,2,34,120,0,0,52,30,140,54,1
4,1,2,73,284,9,220,46,35,149,57,2
1,1,2,50,147,5,494,32,72,162,51,1
3,1,1,42,97,3,575,59,52,114,41,1
1,2,1,49,126,6,233,67,67,141,39,2
0,1,2,58,233,2,476,138,27,231,88,1
2,1,2,36,111,2,406,10,40,118,28,1
3,1,2,26,106,0,410,6,24,53,36,1
5,1,1,63,180,1,33,81,4,214,70,2
2,2,1,14,61,1,487,10,3,52,11,1
4,1,2,53,183,5,269,135,62,194,73,1
0,1,1,94,198,7,127,72,23,342,74,2
0,1,2,68,275,7,340,115,37,157,82,1
2,2,2,38,78,7,12,35,21,148,31,2
1,2,1,79,306,5,164,136,98,176,75,2
2,2,1,64,225,3,190,61,100,177,64,2
5,1,2,39,99,5,131,62,22,134,43,2
1,1,2,64,245,1,200,86,41,164,61,1
4,1,2,49,119,6,211,27,60,180,34,2
4,1,2,80,249,8,391,58,89,282,105,1
1,2,1,93,241,6,396,254,67,292,63,1
0,2,1,74,273,0,137,100,112,273,68,1
2,2,1,82,205,5,35,67,123,182,101,2
4,1,2,74,248,1,371,46,132,271,43,1
4,2,1,12,34,5,321,31,9,48,18,1
4,2,1,25,65,4,155,47,26,71,27,2
1,1,1,0,2,4,556,5,2,2,2,1
3,1,2,4,18,7,592,7,4,21,5,1
4,1,2,50,126,7,519,34,41,165,75,1
0,2,1,49,113,4,8,87,13,104,70,2
4,1,1,90,183,0,589,264,42,330,97,1
5,2,2,63,229,8,413,67,14,131,72,1
0,1,2,83,207,2,365,36,96,272,113,1
4,2,2,18,57,5,537,13,19,60,23,1
4,2,1,73,177,9,95,2,128,232,97,2
0,1,1,73,286,4,332,217,107,244,99,1
2,2,2,18,40,7,197,51,2,54,28,2
3,1,1,12,24,6,394,38,2,33,17,1
1,2,1,15,53,0,582,31,26,64,16,1
2,1,1,51,146,2,204,106,21,167,32,2
4,2,2,87,298,0,447,206,129,204,103,1
3,1,2,95,350,1,162,115,95,334,72,1
5,1,2,88,256,1,238,111,111,310,81,2
2,2,1,83,306,2,364,57,99,195,74,1
1,2,2,33,106,1,224,88,62,133,28,1
1,2,2,3,11,2,164,11,0,16,5,2
3,1,2,87,188,2,507,23,165,296,104,1
2,2,1,76,269,8,322,60,60,261,43,1
5,2,1,96,275,2,527,24,149,325,95,1
0,1,2,50,187,6,387,119,5,191,44,1
4,1,2,72,191,7,535,164,142,232,65,1
3,1,1,10,30,2,472,7,9,26,14,1
1,2,1,8,29,0,410,1,2,30,9,1
3,1,1,93,322,6,281,28,143,356,47,1
3,2,2,43,114,8,475,87,28,124,45,1
2,1,2,47,157,5,410,87,71,97,57,1
3,2,1,5,22,3,21,19,12,14,4,2
0,1,2,92,280,9,461,225,148,305,101,1
3,2,1,81,311,2,374,10,16,169,61,2
4,1,1,54,127,1,599,105,91,111,64,1
5,2,1,42,120,3,267,24,5,126,63,1
3,1,2,19,51,3,471,52,37,59,10,1
1,2,1,42,103,1,60,66,77,148,50,2
0,2,2,61,193,2,125,159,104,130,59,2
4,1,2,97,297,8,196,104,80,290,137,2
3,2,2,5,13,9,405,6,9,20,7,1
4,2,2,34,121,6,127,104,24,88,26,2
1,2,1,54,207,0,252,32,63,218,61,1
3,2,1,8,34,3,425,30,13,37,13,1
5,1,1,62,153,3,253,142,29,201,80,1
0,2,2,87,188,0,425,83,150,187,88,1
4,1,2,97,258,0,181,145,50,233,93,2
2,1,1,38,83,1,547,102,27,140,24,1
0,2,1,71,254,4,366,140,31,287,60,1
1,2,2,79,251,2,177,45,132,229,44,2
4,1,1,66,218,1,146,37,46,186,92,1
0,2,1,24,79,3,330,60,49,72,20,1
5,2,1,1,8,9,313,6,4,4,2,1
2,1,1,22,72,1,551,31,7,53,24,1
0,2,2,58,203,5,39,34,107,169,82,2
4,1,1,36,108,7,557,113,74,114,47,1
0,1,1,68,218,6,167,100,64,258,58,2
0,1,1,52,126,7,55,112,31,179,74,2
1,2,2,62,161,2,128,124,109,236,89,2
5,2,1,68,237,6,150,103,57,208,47,2
2,2,1,19,43,1,48,54,0,71,14,2
4,2,1,42,147,5,159,57,8,111,24,2
0,2,2,78,307,3,547,49,95,293,57,1
2,2,1,37,80,8,223,8,3,96,23,2
0,1,2,45,149,4,486,111,80,93,32,1
0,1,2,66,209,6,0,0,87,162,100,2
0,2,1,16,62,5,428,35,0,58,19,1
3,2,1,84,317,1,197,114,33,183,49,1
1,2,1,34,134,4,248,99,24,86,41,2
1,1,1,66,226,2,276,5,111,135,56,1
3,1,1,9,38,9,563,8,11,34,6,1
4,1,1,38,81,3,417,74,49,116,40,1
1,1,2,23,56,5,368,74,6,60,37,1
2,1,2,52,171,4,35,59,14,178,43,2
5,2,2,64,133,1,561,117,84,143,54,1
4,2,2,58,146,0,21,69,77,177,65,2
0,1,1,20,80,4,285,36,17,40,19,1
1,1,2,86,182,4,404,144,32,263,113,1
0,2,1,38,100,1,519,111,12,149,26,1
4,2,1,34,121,8,194,53,1,99,19,2
5,1,1,79,222,0,508,48,61,166,60,1
3,2,1,50,107,5,530,89,51,157,76,1
5,1,2,9,25,6,173,1,5,39,7,2
2,1,2,73,295,1,92,55,22,205,40,1
5,2,2,75,200,5,506,213,133,186,96,1
0,2,2,55,211,3,40,32,19,169,38,2
3,1,1,48,136,3,255,123,67,178,48,1
5,2,2,3,9,7,199,6,6,12,2,2
3,1,2,87,210,4,167,187,26,315,88,2
1,2,2,15,63,1,497,28,19,58,13,1
